window,rho_max,kappa,mu,Q,C,ROI,V,max_c,cv_c,C_target,scale_to_target_C,mu_budget_norm,Q_budget_norm,C_budget_norm,ROI_budget_norm,V_budget_norm,max_c_budget_norm,cv_c_budget_norm
90,2,0.5,2159.2986544492846,0.1823071932664122,393.6556771165896,18.573571915543784,7705.247706003649,1.0,1.6607886045666542,2556.0,6.492983966907166,2159.2986544492846,1.1837176829306604,2556.0,18.573571915543784,50030.04981612991,6.492983966907166,1.6607886045666542
90,2,1.0,1539.1822659250126,0.15089776931617524,232.25917049910043,26.459507841067552,6377.722513479894,1.0,2.610430520965145,2556.0,11.004947595857791,1539.1822659250126,1.6606220436563464,2556.0,26.459507841067552,70186.50204176866,11.004947595857791,2.610430520965145
90,2,1.5,1416.3194621821574,0.1408701069464149,199.51707410788936,28.841563735120193,5953.901483235279,1.0,2.912227719652111,2556.0,12.810933657827382,1416.3194621821574,1.8046775944615698,2556.0,28.841563735120193,76275.0369069672,12.810933657827382,2.912227719652111
90,2,2.0,1380.9331753843119,0.13627749688407267,188.19011650554816,29.60625108686932,5759.793957835997,1.0,3.004909173363109,2556.0,13.582009764708578,1380.9331753843119,1.850922293389518,2556.0,29.60625108686932,78229.57777803799,13.582009764708578,3.004909173363109
90,2,3.0,1350.1333337532676,0.13090516120725787,176.73942170626398,30.30445448858448,5532.73118314248,1.0,3.0926840135139697,2556.0,14.461968786160233,1350.1333337532676,1.8931463553266366,2556.0,30.30445448858448,80014.18567282193,14.461968786160233,3.0926840135139697
